Name,Size,Type,CR,AC,HP,Speeds,Align.,STR,DEX,CON,INT,WIS,CHA,Sav. Throws,Skills,WRI,Senses,Languages,Additional,Font,Author
"Dragon, Turtle",Gargantuan,Dragon,17.00,20,341,"20, swim 40",N,25,10,20,10,12,12,"DEX, CON, WIS",None,Fireres,Darkvision 120,"Aquan, Draconic",Amphibious,Monster Manual,Wizards of the Coast
Nagpa,Medium,Humanoid (Nagpa),17.00,19,187,30,NE,9,15,12,23,18,21,"INT, WIS, CHA","Arcana, Deception, History, Insight, Perception",None,Truesight 120,"Common, Any","Corruption, Paralysis, Normal Spellcasting",Mordenkainen's Tome of Foes,Wizards of the Coast
"Sphinx, Andro",Large,Monstrosity,17.00,17,199,"40, fly 60",LN,22,10,20,16,18,23,"DEX, CON, INT, WIS","Arcana, Perception, Religion","Psychicimmu, nonmagicalimmu, charmedimmu, frightenedimmu",Truesight 120,"Common, Own","Inscrutable, Magic Weapons, Normal Spellcasting, Lair, Legendary",Monster Manual,Wizards of the Coast
Demilich,Tiny,Undead,18.00,20,80,fly 30,NE,1,20,10,20,17,20,"CON, INT, WIS, CHA",None,"Magicalres, necroticimmu, poisonimmu, psychicimmu, nonmagicalimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, stunnedimmu",Truesight 120,None,"Avoidance, Legendary Resistance, Turn Immunity, Legendary, Lair",Monster Manual,Wizards of the Coast
"Demon, Sibriex",Huge,Fiend (Demon),18.00,19,150,fly 20,CE,10,3,23,25,24,25,"INT, CHA","Arcana, History, Perception","Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Contamination, Innate Spellcasting, Legendary, Magic Resistance",Mordenkainen's Tome of Foes,Wizards of the Coast
"Devil, Amnizu",Medium,Fiend (Devil),18.00,21,202,"30, fly 40",LE,11,13,16,20,12,18,"DEX, CON, WIS, CHA",Perception,"COldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, poisonedimmu",Darkvision 120,"Common, Infernal, telepathy 1000","Devil's Sight, Innate Spellcasting, Magic Resistance",Mordenkainen's Tome of Foes,Wizards of the Coast
Drow Favored Consort,Medium,Humanoid (Elf),18.00,15,225,30,NE,15,20,16,18,15,18,"DEX, CON, CHA","Acrobatics, Athletics, Perception, Stealth",None,Darkvision 120,"Elvish, Undercommon","Fey Ancestry, Innate Spellcasting, Normal Spellcasting, Sunlight Sensitivity, War Magic",Mordenkainen's Tome of Foes,Wizards of the Coast
"Prince of Apocalypse, Olhydra",Huge,Elemental,18.00,18,324,"50, swim 100",NE,21,22,24,17,18,23,"STR, CON, WIS",None,"Lightningres, nonmagicalres, acidimmu, coldimmu, poisonimmu, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Blindsight 120,Aquan,"Empowered Attacks, Innate Spellcasting, Legendary Resistance, Water Form, Lair",Princes of the Apocalypse,Wizards of the Coast
"Prince of Apocalypse, Yan-C-BIn",Huge,Elemental,18.00,22,283,"50, fly 150",NE,18,24,24,16,21,23,"DEX, WIS, CHA",None,"Coldres, fireres, nonmagicalres, lightningimmu, poisonimmu, thunderimmu, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Blindsight 120,Auran,"Air Form, Empowered Attacks, Innate Spellcasting, Legendary Resistance, Magic Resistance, Lair",Princes of the Apocalypse,Wizards of the Coast
"Demon, Balor",Huge,Fiend (Demon),19.00,19,262,"40, 80 fly",CE,26,15,22,20,16,22,"STR, CON, WIS, CHA",None,"coldres, lightningres, nonmagicalres, fireimmu, poisonimmu, poisonedimmu",Truesight 120,"Abyssal, telepathy 120","Death Throes, Fire Aura, Magic Resistance, Magic Weapons",Monster Manual,Wizards of the Coast
"Devil, Abishai, Red",Medium,Fiend (Devil),19.00,22,255,"30, fly 50",LE,23,16,19,14,15,19,"STR, CON, WIS","Intimidation, Perception","COldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Draconic, Infernal, telepathy 120","Devil's SIght, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes,Wizards of the Coast
"Devil, Arch, Bael",Large,Fiend (Devil),19.00,18,189,30,LE,24,17,20,21,24,24,"DEX, CON, INT, CHA","Intimidation, Perception, Persuasion","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Dreadful, Innate Spellcasting, Legendary Resistance, Magic Resistance, Magic Weapons, Regeneration, Lair",Mordenkainen's Tome of Foes,Wizards of the Coast
"Prince of Apocalypse, Imix",Huge,Elemental,19.00,17,325,"50, fly 50",NE,19,24,22,15,16,23,"DEX, CON, CHA",None,"Nonmagicalres, fireimmu, poisonimmu, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Blindsight 120,"Common, Ignan","Empowered Attacks, Fire Aura, Fire Form, Illumination, Legendary Resistance, Innate Spellcasting, Magic Resistance, Lair",Princes of the Apocalypse,Wizards of the Coast
"Devil, Pit Fiend",Large,Fiend (Devil),20.00,19,300,"30, fly 60",LE,26,14,24,22,18,24,"DEX, CON, WIS",None,"Coldres, nonmagicalres, nonsilveredres, fireres, poisonres, poisonedres",Truesight 120,"Infernal, telepathy 120","Fear Aura, Magic Resistance, Magic Weapon, Innate Spellcasting",Monster Manual,Wizards of the Coast
"Dragon, Chromatic, White, Ancient",Gargantuan,Dragon,20.00,20,333,"40, burrow 40, fly 80, swim 40",CE,26,10,26,10,13,14,"DEX, CON, WIS, CHA","Perception, Stealth",Coldimmu,"Blindsight 60, darkvision 120","Common, Draconic","Ice Walk, Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
"Dragon, Metallic, Brass, Ancient",Gargantuan,Dragon,20.00,20,297,"40, burrow 40, fly 80",CG,27,10,25,16,15,19,"DEX, CON, WIS, CHA","History, Perception, Persuasion, Stealth",Fireimmu,"Blindsight 60, darkvision 120,","Common, Draconic","Legendary, Legendary Resistance, Lair",Monster Manual,Wizards of the Coast
Drow Matron Mother,Medium,Humanoid (Elf),20.00,17,262,30,NE,12,18,16,17,21,22,"CON, WIS, CHA","Insight, Perception, Religion, Stealth","Charmedimmu, frightenedimmu, poisonedimmu",Darkvision 120,"Elvish, Undercommon","Fey Ancestry, Innate Spellcasting, Lolth's Fickle Favor, Magic Resistance, Normal Spellcasting, Sunlight Sensitivity",Mordenkainen's Tome of Foes,Wizards of the Coast
"Elder Elemental, Leviathan",Gargantuan,Elemental,20.00,17,328,"40, swim 120",N,30,24,30,2,18,17,"WIS, CHA",None,"Nonmagicalres, acidimmu, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu, stunnedimmu",Darkvision 60,None,"Legendary, Partial Freeze, Siege Monster, Water Form",Mordenkainen's Tome of Foes,Wizards of the Coast
Nightwalker,Huge,Undead,20.00,14,297,"40, fly 40",CE,22,19,24,6,9,8,CON,None,"Acidres, coldres, fireres, lightningres, thunderres, nonmagicalres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 120,None,"Annihilating Aura, Life Eater",Mordenkainen's Tome of Foes,Wizards of the Coast
"Prince of Apocalypse, Ogremoch",Gargantuan,Elemental,20.00,20,526,"50, burrow 50",NE,26,11,28,11,15,22,"STR, CON, WIS",None,"Nonmagicalres, poisonimmu, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu","Blindsight 120, tremorsense 120","Common, Terran","Empowered Attacks, Innate Spellcasting, Legendary Resistance, Magic Resistance, Siege Monster, Lair",Princes of the Apocalypse,Wizards of the Coast
"Angel, Solar",Large,Celestial,21.00,21,243,"50, 150 fly",LG,26,22,26,25,25,30,"INT, WIS, CHA",Perception,"Radiantres, nonmagicalres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonimmu",Truesight 120,"All, telepathy 120","Angelic Weapons, Divine Awareness, Innate Spellcasting, Magic Resistance, Legendary",Monster Manual,Wizards of the Coast
Astral Dreadnought,Gargantuan,Monstrosity,21.00,20,297,"15, fly 80",U,28,7,25,5,14,18,"DEX, WIS",Perception,"Nonmagicalres, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, stunnedimmu",Darkvision 120,None,"Antimagic Cone, Astral Entity, Demiplanar Donjon, Legendary, Magic Weapons, Sever Silver Cord",Mordenkainen's Tome of Foes,Wizards of the Coast
"Demon, Molydeus",Huge,Fiend (Demon),21.00,19,216,40,CE,28,22,25,21,24,24,"STR, CON, WIS, CHA",Perception,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, blindedimmu, charmedimmu, deafenedimmu, frightenedimmu, poisonedimmu, stunnedimmu",Truesight 120,"Abyssal, telepathy 120","Innate Spellcasting, Legendary, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes,Wizards of the Coast
"Devil, Arch, Hutijin",Large,Fiend (Devil),21.00,19,200,"30, fly 60",LE,27,15,25,23,19,25,"DEX, CON, WIS","Intimidation, Perception","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Infernal Despair, Innate Spellcasting, Legendary, Magic Resistance, Lair, Magic Weapons, Regeneration",Mordenkainen's Tome of Foes,Wizards of the Coast
"Devil, Arch, Moloch",Large,Fiend (Devil),21.00,19,253,30,LE,26,19,22,21,18,23,"DEX, CON, WIS, CHA","Deception, Intimidation, Perception","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Darkvision 120,"All, telepathy 120","Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons, Regeneration",Mordenkainen's Tome of Foes,Wizards of the Coast
"Dragon, Chromatic, Black, Ancient",Gargantuan,Dragon,21.00,22,367,"40, 80 fly, swim 40",CE,27,14,25,16,15,19,"DEX, CON, WIS, CHA","Perception, Stealth",Acidimmu,"Blindsight 60, darkvision 120","Common, Draconic","Amphibious, Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
"Dragon, Metallic, Copper, Ancient",Gargantuan,Dragon,21.00,21,350,"40, climb 40, fly 80",CG,27,12,25,20,17,19,"DEX, CON, WIS, CHA","Deception, Perception, Stealth",Acidimmu,"Blindsight 60, darkvision 120","Common, Draconic","Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
Lich,Medium,Undead,21.00,17,135,30,ANY EVIL,11,16,16,20,14,16,"CON, INT, WIS","Arcana, History, Insight, Perception","Coldres, lightningres, necroticres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Truesight 120,"Common, Any","Legendary, Rejuvenation, Normal Spellcasting, Turn Resistance, Lair",Monster Manual,Wizards of the Coast
"Devil, Arch, Geryon",Huge,Fiend (Devil),22.00,19,300,"30, fly 50",LE,29,17,22,19,16,23,"DEX, CON, WIS, CHA","Deception, Intimidation, Perception","Nonmagicalres, nonsilveredres, coldimmu, fireimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons, Regeneration",Mordenkainen's Tome of Foes,Wizards of the Coast
"Dragon, Chromatic, Green, Ancient",Gargantuan,Dragon,22.00,21,385,"40, 80 fly, swim 40",LE,27,12,25,20,17,19,"DEX, CON, WIS, CHA","Deception, Insight, Perception, Persuasion, Stealth","Poisonimmu, poisonedimmu","Blindsight 60, darkvision 120","Common, Draconic","Amphibious, Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
"Dragon, Metallic, Bronze, Ancient",Gargantuan,Dragon,22.00,22,444,"40, fly 80, swim 40",LG,29,10,27,18,17,21,"DEX, CON, WIS, CHA","Insight, Perception, Stealth",Lightningimmu,"Blindsight 60, darkvision 120","Common, Draconic","Amphibious, Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
"Elder Elemental, Zaratan",Gargantuan,Elemental,22.00,21,307,"40, swim 40",N,30,10,30,2,21,18,"WIS, CHA",None,"Thunderweak, coldres, fireres, lightningres, nonmagicalres, poisonimmu, exhaustionimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, stunnedimmu","Darkvision 60, tremorsense 60",None,"Earth-Shaking Movement, Legendary, Magic Weapons, Siege Monster",Mordenkainen's Tome of Foes,Wizards of the Coast
Mind Flayer Lich (Illithilich),Medium,Undead,22.00,17,135,30,ANY EVIL,11,16,16,20,14,16,"CON, INT, WIS","Arcana, History, Insight, Perception","Coldres, lightningres, necroticres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyezdimmu, poisonedimmu",Truesight 120,"Common, Any, Deep Speech, Undercommon, telepathy 120","Legendary Resistance, Rejuvenation, Lair, Normal Spellcasting, Turn Resistance, Magic Resistance, Innate Spellcasting (Psionics)",Volo's Guide to Monsters,Wizards of the Coast
"Demon Lord, Baphomet",Huge,Fiend (Demon),23.00,22,275,40,CE,30,14,26,18,24,16,"DEX, CON, WIS","Intimidation, Perception","Coldres, fireres, lightningres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Charge, Innate Spellcasting, Labyrinthine Recall, Legendary, Magic Resistance, Magic Weapons, Reckless, Lair",Mordenkainen's Tome of Foes,Wizards of the Coast
"Demon Lord, Fraz-Urb'Luu",Large,Fiend (Demon),23.00,18,337,"40, fly 40",CE,29,12,25,26,24,26,"DEX, CON, INT, WIS","Deception, Perception, Stealth","Coldres, fireres, lightningres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons, Undetectable",Mordenkainen's Tome of Foes,Wizards of the Coast
"Demon Lord, Juiblex",Huge,Fiend (Demon),23.00,18,350,30,CE,24,10,23,20,20,16,"DEX, CON, WIS",Perception,"Coldres, fireres, lightningres, poisonimmu, nonmagicalimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu, stunnedimmu, unconsciousimmu",Truesight 120,"All, telepathy 120","Foul, Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons, Regeneration, Spider Climb",Mordenkainen's Tome of Foes,Wizards of the Coast
"Demon Lord, Zuggtmoy",Large,Fiend (Demon),23.00,18,304,30,CE,22,15,18,20,19,24,"DEX, CON, WIS",Perception,"Coldres, fireres, lightningres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes,Wizards of the Coast
"Dragon, Chromatic, Blue, Ancient",Gargantuan,Dragon,23.00,22,481,"40, 30 burrow, 80 fly",LE,29,10,27,18,17,21,"DEX, CON, WIS, CHA","Perception, Stealth",Lightningimmu,"Blindsight 60, darkvision 120","Common, Draconic","Legendary, Legendary Resistance, Lair",Monster Manual,Wizards of the Coast
"Dragon, Metallic, Silver, Ancient",Gargantuan,Dragon,23.00,22,487,"40, fly 80",LG,30,10,29,18,15,23,"DEX, CON, WIS, CHA","Arcana, History, Perception, Stealth",Coldimmu,"Blindsight 60, darkvision 120","Common, Draconic","Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
"Elder Elemental, Elder Tempest",Gargantuan,Elemental,23.00,19,264,fly 120,N,23,28,23,2,21,18,"WIS, CHA",None,"Nonmagicalres, lightningimmu, poisonimmu, thunderimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu, stunnedimmu",Darkvision 60,None,"Air Form, Flyby, Legendary, Living Storm, Siege Monster",Mordenkainen's Tome of Foes,Wizards of the Coast
Empyrean,Huge,Celestial,23.00,22,313,"50, fly 50, swim 50",CG OR NE,30,21,30,21,22,27,"STR, INT, WIS, CHA","Insight, Persuasion",Nonmagicalimmu,Truesight 120,All,"Innate Spellcasting, Legendary Resistance, Magic Resistance, Magic Weapons",Monster Manual,Wizards of the Coast
Kraken,Gargantuan,Monstrosity,23.00,18,472,"20, swim 60",CE,30,11,25,22,18,20,"STR, DEX, CON, INT, WIS",None,"Lightningimmu, nonmagicalimmu, frightenedimmu, paralyzedimmu",Truesight 120,"Abyssal, Celestial, Infernal, Primordial, telepathy 120","Amphibious, Freedom of Movement, Siege Monster, Lair, Legendary",Monster Manual,Wizards of the Coast
"Demon Lord, Graz'Zt",Large,"Fiend (Demon)
Fiend (Shapechanger)",24.00,20,346,40,CE,22,15,21,23,21,26,"DEX, CON, WIS","Deception, Insight, Perception, Persuasion","COldres, fireres, lightningres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Shapechanger, Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes,Wizards of the Coast
"Demon Lord, Yeenoghu",Huge,Fiend (Demon),24.00,20,333,50,CE,29,16,23,15,24,15,"DEX, CON, WIS","Intimidation, Perception","Coldres, fireres, lightningres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons, Rampage",Mordenkainen's Tome of Foes,Wizards of the Coast
"Dragon, Chromatic, Red, Ancient",Gargantuan,Dragon,24.00,22,546,"40, climb 40, fly 80",CE,30,10,29,18,15,23,"DEX, CON, WIS, CHA","Perception, Stealth",Fireimmu,"Blindsight 60, darkvision 120","Common, Draconic","Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
"Dragon, Metallic, Gold, Ancient",Gargantuan,Dragon,24.00,22,546,"40, fly 80, swim 40",LG,30,14,29,18,17,28,"DEX, CON, WIS, CHA","Insight, Perception, Persuasion, Stealth",Fireimmu,"Blindsight 60, darkvision 120","Common, Draconic","Amphibious, Legendary Resistance, Legendary, Lair",Monster Manual,Wizards of the Coast
"Inevitable, Marut",Large,Construct,25.00,22,432,"40, fly 30",LN,28,12,26,19,15,18,"INT, WIS, CHA","Insight, Intimidation, Perception","Thunderres, nonmagicalres, poisonimmu, charmedimmu, frightenedimmu, paralyzedimmu, poisonedimmu, unconsciousimmu",Darkvision 60,All,"Immutable Form, Innate Spellcasting, Legendary Resistance, Magic Resistance",Mordenkainen's Tome of Foes,Wizards of the Coast
"Demon Lord, Demogorgon",Huge,Fiend (Demon),26.00,22,406,"50, swim 50",CE,29,14,26,20,17,25,"DEX, CON, WIS, CHA","Insight, Perception","Coldres, fireres, lightningres, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Innate Spellcasting, Legendary, Magic Resistance, Lair, Magic Weapons, Two Heads",Mordenkainen's Tome of Foes,Wizards of the Coast
"Demon Lord, Orcus",Huge,Fiend (Demon),26.00,20,405,"40, fly 40",CE,27,14,25,20,20,25,"DEX, CON, WIS","Arcana, Perception","Coldres, fireres, lightningres, necroticimmu, poisonimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Truesight 120,"All, telepathy 120","Wand of Orcus, Innate Spellcasting, Legendary, Lair, Magic Resistance, Magic Weapons, Master of Undeath",Mordenkainen's Tome of Foes,Wizards of the Coast
"Devil, Arch, Zariel",Large,Fiend (Devil),26.00,21,580,"50, fly 150",LE,27,24,28,26,27,30,"INT, WIS, CHA","Intimidation, Perception","Coldres, fireres, radiantres, nonmagicalres, nonsilveredres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, poisonedimmu",Darkvision 120,"All, telepathy 120","Devil's Sight, Fiery Weapons, Innate Spellcasting, Legendary, Lair, Magic Resistance, Regeneration",Mordenkainen's Tome of Foes,Wizards of the Coast
Tarrasque,Gargantuan,Monstrosity,30.00,25,676,40,U,30,11,30,3,11,11,"INT, WIS, CHA",None,"Fireimmu, poisonimmu, nonmagicalimmu, charmedimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Blindsight 120,None,"Legendary, Magic Resistance, Reflective Carapace, Siege Monster",Monster Manual,Wizards of the Coast
Tiamat,Gargantuan,Fiend,30.00,25,615,"60, fly 120",CE,30,10,30,26,26,28,"STR, DEX, WIS","Arcana, Perception, Religion","Acidimmu, coldimmu, fireimmu, lightningimmu, nonmagicalimmu, blindedimmu, charmedimmu, deafenedimmu, frightenedimmu, poisonedimmu, stunnedimmu","Darkvision 240, truesight 120","Common, Draconic, Infernal","Discorporation, Innate Spellcasting, Legendary Resistance, Limited Magic immunity, Magic Weapons, Multiple Heads, Regeneration",Rise of Tiamat,Wizards of the Coast
Dracolich Template,TEMP,Undead,TEMP,TEMP,TEMP,TEMP,LE,TEMP,TEMP,TEMP,TEMP,TEMP,TEMP,TEMP,TEMP,"TEMP, necroticres, poisonimmu, charmedimmu, frightenedimmu, paralyzedimmu, poisonedimmu, exhaustionimmu",TEMP,TEMP,"TEMP, Magic Resistance",Monster Manual,Wizards of the Coast
